time+,res,%cpu,total-runtime
0.33,0.055,12.5,7234.69
0.67,0.088,13.8,
1.01,0.117,13.8,
1.34,0.142,11.2,
1.69,0.172,12.5,
2.03,0.2,12.5,
2.37,0.223,12.5,
2.71,0.26,12.5,
3.06,0.284,13.8,
3.4,0.311,13.8,
3.74,0.34,13.8,
4.08,0.375,12.5,
4.42,0.389,12.5,
4.76,0.432,13.8,
5.1,0.455,12.5,
5.44,0.472,12.5,
5.78,0.515,12.5,
6.12,0.555,12.5,
6.46,0.555,12.5,
6.79,0.587,11.2,
7.14,0.63,13.8,
7.48,0.671,12.5,
7.83,0.679,12.5,
8.17,0.681,12.5,
8.52,0.722,12.5,
8.86,0.76,12.5,
9.2,0.802,12.5,
9.54,0.835,12.5,
9.88,0.835,12.5,
10.22,0.836,11.2,
10.57,0.877,13.8,
10.9,0.918,11.2,
11.25,0.96,12.5,
11.59,1.0,13.8,
11.93,1.0,11.4,
12.27,1.0,12.5,
12.61,1.0,12.5,
12.96,1.1,13.8,
13.3,1.1,13.8,
13.63,1.1,12.5,
13.97,1.1,11.2,
14.32,1.1,12.5,
14.66,1.1,12.5,
15.0,1.1,11.4,
15.34,1.1,12.5,
15.68,1.1,12.5,
16.03,1.1,12.5,
16.37,1.1,12.5,
16.71,1.1,12.5,
17.05,1.1,12.5,
17.39,1.1,12.5,
17.73,1.1,12.5,
18.08,1.1,12.5,
18.42,1.1,12.5,
18.76,1.1,12.5,
19.1,1.1,13.8,
19.44,1.1,12.5,
19.77,1.1,11.2,
20.11,1.1,12.5,
20.46,1.1,12.5,
20.8,1.1,12.5,
21.14,1.1,12.5,
21.48,1.1,12.5,
21.82,1.1,12.5,
22.17,1.1,12.5,
22.51,1.1,12.5,
22.85,1.1,12.5,
23.2,1.1,12.5,
23.54,1.1,12.5,
23.88,1.1,12.5,
24.22,1.1,12.5,
24.56,1.1,12.5,
24.91,1.1,13.8,
25.25,1.1,13.8,
25.59,1.1,12.5,
25.93,1.1,12.5,
26.27,1.1,12.5,
26.61,1.1,11.4,
26.95,1.1,12.5,
27.29,1.1,12.5,
27.63,1.1,12.5,
27.97,1.1,12.5,
28.32,1.1,12.5,
28.66,1.1,12.5,
29.0,1.1,12.5,
29.34,1.1,12.5,
29.68,1.1,12.5,
30.02,1.1,12.5,
30.36,1.1,12.5,
30.7,1.1,12.5,
31.04,1.1,12.5,
31.38,1.1,12.5,
31.73,1.1,12.5,
32.08,1.1,13.8,
32.42,1.1,13.8,
32.75,1.1,11.2,
33.09,1.1,12.5,
33.44,1.1,13.8,
33.78,1.1,12.5,
34.12,1.1,12.5,
34.45,1.1,11.2,
34.8,1.1,13.8,
35.13,1.1,12.5,
35.47,1.1,12.5,
35.82,1.1,12.5,
36.16,1.1,12.5,
36.5,1.1,12.5,
36.85,1.1,12.5,
37.19,1.1,11.4,
37.53,1.1,12.5,
37.87,1.1,12.5,
38.21,1.1,12.5,
38.55,1.1,12.5,
38.89,1.1,12.5,
39.23,1.1,12.5,
39.57,1.1,12.5,
39.92,1.1,11.4,
40.26,1.1,12.5,
40.6,1.1,12.5,
