time+,res,%cpu,total-runtime
0.33,0.048,13.8,16.27
0.66,0.069,11.2,
1.0,0.069,12.5,
1.34,0.07,12.5,
1.6800000000000002,0.071,12.5,
2.02,0.074,12.5,
2.36,0.077,12.5,
2.7,0.077,12.5,
3.04,0.077,12.5,
3.38,0.077,12.5,
3.7199999999999998,0.077,12.5,
4.05,0.077,12.5,
4.4,0.081,12.5,
4.74,0.083,12.5,
5.08,0.083,12.5,
5.42,0.083,12.5,
5.76,0.083,13.8,
6.09,0.084,12.5,
6.43,0.086,12.5,
6.77,0.086,12.5,
7.11,0.086,12.5,
7.45,0.086,12.5,
7.79,0.088,12.5,
8.13,0.088,12.5,
8.47,0.088,12.5,
8.81,0.088,12.5,
9.15,0.088,12.5,
9.49,0.088,12.5,
9.83,0.088,12.5,
10.17,0.088,12.5,
10.5,0.088,12.5,
10.84,0.088,12.5,
11.18,0.088,12.5,
11.52,0.089,11.4,
11.86,0.089,12.5,
12.2,0.089,12.5,
12.54,0.089,12.5,
12.88,0.089,12.5,
13.22,0.089,12.5,
13.56,0.089,13.8,
13.89,0.089,12.5,
14.23,0.088,12.5,
14.57,0.088,12.5,
14.91,0.088,12.5,
15.25,0.088,11.4,
15.59,0.088,12.5,
15.93,0.088,12.5,
16.27,0.088,12.5,
