time+,res,%cpu,total-runtime
0.33,0.048,13.8,16.27
0.67,0.069,12.5,
1.01,0.069,12.5,
1.35,0.07,13.8,
1.69,0.071,12.5,
2.03,0.074,13.8,
2.36,0.077,12.5,
2.7,0.077,12.5,
3.04,0.077,12.5,
3.38,0.077,12.5,
3.7199999999999998,0.077,12.5,
4.06,0.078,12.5,
4.4,0.081,12.5,
4.73,0.083,12.5,
5.07,0.083,12.5,
5.41,0.083,12.5,
5.75,0.083,12.5,
6.09,0.084,12.5,
6.44,0.086,12.5,
6.78,0.086,12.5,
7.11,0.086,12.5,
7.45,0.086,12.5,
7.79,0.088,12.5,
8.13,0.088,12.5,
8.47,0.088,12.5,
8.81,0.088,12.5,
9.15,0.088,12.5,
9.49,0.088,12.5,
9.83,0.088,12.5,
10.17,0.088,11.4,
10.5,0.088,12.5,
10.84,0.088,12.5,
11.18,0.088,12.5,
11.52,0.089,12.5,
11.86,0.089,12.5,
12.2,0.089,12.5,
12.54,0.089,12.5,
12.88,0.089,12.5,
13.22,0.089,12.5,
13.56,0.089,12.5,
13.9,0.089,12.5,
14.24,0.089,12.5,
14.58,0.089,12.5,
14.92,0.089,12.5,
15.26,0.089,12.5,
15.6,0.089,12.5,
15.94,0.089,11.4,
16.27,0.089,12.5,
